Time (UTCG),Apogee Altitude (km),Earth_gravity (m/sec^2),Drag (m/sec^2),SRP (m/sec^2),SUN_Gravity (m/sec^2),Moon_Gravity (m/sec^2)
10:00.0,479.726805,8.469468,0.000031,0.000002,0,0.000001
11:00.0,479.753064,8.469478,0.000032,0.000002,0,0.000001
12:00.0,479.772908,8.469687,0.000033,0.000002,0,0.000001
13:00.0,479.78587,8.470088,0.000034,0.000002,0,0.000001
14:00.0,479.791812,8.470665,0.000035,0.000002,0.000001,0.000001
15:00.0,479.791121,8.471401,0.000035,0.000002,0.000001,0.000001
16:00.0,479.785053,8.472283,0.000036,0.000002,0.000001,0.000001
17:00.0,479.77641,8.473302,0.000037,0.000002,0.000001,0.000001
18:00.0,479.770914,8.47445,0.000038,0.000002,0.000001,0.000001
19:00.0,479.78,8.475709,0.000039,0.000002,0.000001,0.000001
20:00.0,479.826579,8.477049,0.00004,0.000002,0.000001,0.000001
21:00.0,479.956533,8.478442,0.000041,0.000002,0,0.000001
22:00.0,480.254823,8.479875,0.000042,0.000002,0,0.000001
23:00.0,480.831226,8.481353,0.000043,0.000002,0,0.000001
24:00.0,481.719102,8.482879,0.000044,0.000002,0,0.000001
25:00.0,482.823494,8.484439,0.000045,0.000002,0,0.000001
26:00.0,484.021433,8.485999,0.000045,0.000002,0,0.000001
27:00.0,485.224841,8.487519,0.000046,0.000002,0,0.000001
28:00.0,486.377257,8.48897,0.000046,0.000002,0,0.000001
29:00.0,487.441416,8.490331,0.000046,0.000002,0,0.000001
30:00.0,488.391482,8.491589,0.000046,0.000002,0,0.000001
31:00.0,489.209376,8.492731,0.000045,0.000002,0,0.000001
32:00.0,489.883429,8.493756,0.000044,0.000002,0,0.000001
33:00.0,490.407238,8.494668,0.000043,0.000002,0,0.000001
34:00.0,490.777583,8.495472,0.000042,0.000002,0,0.000001
35:00.0,490.992353,8.496167,0.000041,0.000002,0,0.000001
36:00.0,491.05018,8.496742,0.00004,0.000002,0,0.000001
37:00.0,490.951939,8.497189,0.000039,0.000002,0,0.000001
38:00.0,490.702354,8.49751,0.000038,0.000002,0,0.000001
39:00.0,490.30998,8.497716,0.000036,0.000002,0,0.000001
40:00.0,489.785782,8.497821,0.000035,0.000002,0,0.000001
41:00.0,489.141997,8.497835,0.000034,0.000002,0,0.000001
42:00.0,488.392286,8.497766,0.000032,0.000002,0,0.000001
43:00.0,487.55239,8.497632,0.00003,0.000002,0,0.000001
44:00.0,486.639791,8.497452,0.000029,0.000002,0,0.000001
45:00.0,485.672113,8.497242,0.000027,0.000002,0,0.000001
46:00.0,484.665392,8.497009,0.000025,0.000002,0,0.000001
47:00.0,483.634931,8.496751,0.000023,0.000002,0,0.000001
48:00.0,482.596247,8.49647,0.000022,0.000002,0,0.000001
49:00.0,481.567212,8.496178,0.00002,0.000002,0,0.000001
50:00.0,480.568674,8.495899,0.000019,0.000002,0,0.000001
51:00.0,479.623599,8.495657,0.000018,0.000002,0,0.000001
52:00.0,478.755759,8.49547,0.000017,0.000002,0,0.000001
53:00.0,477.989208,8.495346,0.000017,0.000002,0,0.000001
54:00.0,477.349089,8.495285,0.000016,0.000002,0,0.000001
55:00.0,476.862993,8.495283,0.000016,0.000002,0,0.000001
56:00.0,476.560566,8.495345,0.000016,0.000002,0,0.000001
57:00.0,476.468533,8.495478,0.000016,0.000002,0,0.000001
58:00.0,476.601345,8.495688,0.000016,0.000002,0,0.000001
59:00.0,476.953879,8.495969,0.000016,0.000002,0,0.000001
00:00.0,477.503348,8.49631,0.000016,0.000002,0,0.000001
01:00.0,478.218537,8.496696,0.000016,0.000002,0,0.000001
02:00.0,479.068047,8.497122,0.000016,0.000002,0,0.000001
03:00.0,480.023217,8.497583,0.000015,0.000002,0,0.000001
04:00.0,481.057551,8.498073,0.000015,0.000002,0,0.000001
05:00.0,482.145997,8.498579,0.000015,0.000002,0.000001,0.000001
06:00.0,483.265077,8.499086,0.000015,0.000002,0.000001,0.000001
07:00.0,484.39269,8.499584,0.000015,0.000002,0.000001,0.000001
08:00.0,485.507124,8.500056,0.000015,0.000002,0.000001,0.000001
09:00.0,486.586714,8.500481,0.000015,0.000002,0.000001,0.000001
10:00.0,487.611442,8.500837,0.000015,0.000002,0.000001,0.000001
11:00.0,488.564765,8.50112,0.000015,0.000002,0,0.000001
12:00.0,489.432454,8.501341,0.000015,0.000002,0,0.000001
13:00.0,490.19824,8.501506,0.000016,0.000002,0,0.000001
14:00.0,490.840923,8.501582,0.000016,0.000002,0,0.000001
15:00.0,491.337561,8.501511,0.000016,0.000002,0,0.000001
16:00.0,491.671216,8.501249,0.000016,0.000002,0,0.000001
17:00.0,491.836092,8.500798,0.000016,0.000002,0,0.000001
18:00.0,491.835034,8.500197,0.000015,0.000002,0,0.000001
19:00.0,491.672488,8.499479,0.000015,0.000002,0,0.000001
20:00.0,491.350618,8.498644,0.000015,0.000002,0,0.000001
21:00.0,490.871715,8.497674,0.000014,0.000002,0,0.000001
22:00.0,490.243656,8.49657,0.000014,0.000002,0,0.000001
23:00.0,489.480102,8.495358,0.000014,0.000002,0,0.000001
24:00.0,488.596819,8.494069,0.000014,0.000002,0,0.000001
25:00.0,487.608774,8.492713,0.000014,0.000002,0,0.000001
26:00.0,486.531876,8.491287,0.000014,0.000002,0,0.000001
27:00.0,485.387804,8.489789,0.000014,0.000002,0,0.000001
28:00.0,484.208058,8.488232,0.000015,0.000002,0,0.000001
29:00.0,483.036838,8.486636,0.000015,0.000002,0,0.000001
30:00.0,481.935263,8.485015,0.000016,0.000002,0,0.000001
31:00.0,480.982989,8.483383,0.000017,0.000002,0,0.000001
32:00.0,480.257347,8.481757,0.000018,0.000002,0,0.000001
33:00.0,479.783676,8.480168,0.000019,0.000002,0,0.000001
34:00.0,479.517641,8.478642,0.00002,0.000002,0,0.000001
35:00.0,479.389513,8.477196,0.000021,0.000002,0,0.000001
36:00.0,479.343531,8.475839,0.000022,0.000002,0,0.000001
37:00.0,479.34447,8.474583,0.000023,0.000002,0,0.000001
38:00.0,479.37147,8.473449,0.000025,0.000002,0,0.000001
39:00.0,479.412079,8.472459,0.000026,0.000002,0,0.000001
40:00.0,479.458663,8.471631,0.000027,0.000002,0,0.000001
41:00.0,479.506446,8.470967,0.000028,0.000002,0,0.000001
42:00.0,479.552384,8.470467,0.000029,0.000002,0,0.000001
43:00.0,479.594462,8.470135,0.00003,0.000002,0,0.000001
44:00.0,479.63126,8.469977,0.000031,0.000002,0,0.000001
45:00.0,479.661724,8.469996,0.000032,0.000002,0,0.000001
46:00.0,479.685102,8.470188,0.000033,0.000002,0,0.000001
47:00.0,479.70096,8.470541,0.000034,0.000002,0,0.000001
48:00.0,479.709233,8.471051,0.000035,0.000002,0,0.000001
49:00.0,479.710354,8.471722,0.000036,0.000002,0.000001,0.000001
50:00.0,479.705599,8.47256,0.000036,0.000002,0.000001,0.000001
51:00.0,479.697803,8.473558,0.000037,0.000002,0.000001,0.000001
52:00.0,479.692666,8.474692,0.000038,0.000002,0.000001,0.000001
53:00.0,479.70122,8.475933,0.000039,0.000002,0.000001,0.000001
54:00.0,479.744792,8.477258,0.00004,0.000002,0.000001,0.000001
55:00.0,479.864639,8.478652,0.000041,0.000002,0.000001,0.000001
56:00.0,480.134369,8.480091,0.000042,0.000002,0,0.000001
57:00.0,480.648509,8.481547,0.000043,0.000002,0,0.000001
58:00.0,481.445196,8.483,0.000044,0.000002,0,0.000001
59:00.0,482.455114,8.484454,0.000045,0.000002,0,0.000001
00:00.0,483.574373,8.485923,0.000046,0.000002,0,0.000001
01:00.0,484.72386,8.487403,0.000046,0.000002,0,0.000001
02:00.0,485.848513,8.48886,0.000046,0.000002,0,0.000001
03:00.0,486.907463,8.490256,0.000046,0.000002,0,0.000001
04:00.0,487.870912,8.491566,0.000046,0.000002,0,0.000001
05:00.0,488.71809,8.492792,0.000045,0.000002,0,0.000001
06:00.0,489.432734,8.493926,0.000045,0.000002,0,0.000001
07:00.0,489.999285,8.494942,0.000044,0.000002,0,0.000001
08:00.0,490.403976,8.495802,0.000043,0.000002,0,0.000001
09:00.0,490.639663,8.49649,0.000042,0.000002,0,0.000001
10:00.0,490.708788,8.497027,0.000041,0.000002,0,0.000001
11:00.0,490.620758,8.497455,0.000039,0.000002,0,0.000001
12:00.0,490.386041,8.497796,0.000038,0.000002,0,0.000001
13:00.0,490.012453,8.498046,0.000037,0.000002,0,0.000001
14:00.0,489.506531,8.498188,0.000035,0.000002,0,0.000001
15:00.0,488.877768,8.498219,0.000034,0.000002,0,0.000001
16:00.0,488.141159,8.498162,0.000032,0.000002,0,0.000001
17:00.0,487.31561,8.498054,0.000031,0.000002,0,0.000001
18:00.0,486.419734,8.497918,0.000029,0.000002,0,0.000001
19:00.0,485.46882,8.497753,0.000027,0.000002,0,0.000001
20:00.0,484.475391,8.497544,0.000025,0.000002,0,0.000001
21:00.0,483.453756,8.497286,0.000024,0.000002,0,0.000001
22:00.0,482.422731,8.497001,0.000022,0.000002,0,0.000001
23:00.0,481.405367,8.496735,0.000021,0.000002,0,0.000001
24:00.0,480.424974,8.496521,0.000019,0.000002,0,0.000001
25:00.0,479.501328,8.496363,0.000018,0.000002,0,0.000001
26:00.0,478.650996,8.496243,0.000018,0.000002,0,0.000001
27:00.0,477.891962,8.496143,0.000017,0.000002,0,0.000001
28:00.0,477.248677,8.49607,0.000017,0.000002,0,0.000001
29:00.0,476.753019,8.496051,0.000016,0.000002,0,0.000001
30:00.0,476.439442,8.496111,0.000016,0.000002,0,0.000001
31:00.0,476.336044,8.496254,0.000016,0.000002,0,0.000001
32:00.0,476.455779,8.496472,0.000016,0.000002,0,0.000001
33:00.0,476.792937,8.496751,0.000016,0.000002,0,0.000001
34:00.0,477.326876,8.497081,0.000016,0.000002,0,0.000001
35:00.0,478.029268,8.49746,0.000016,0.000002,0,0.000001
36:00.0,478.869855,8.497886,0.000016,0.000002,0,0.000001
37:00.0,479.819151,8.498353,0.000016,0.000002,0,0.000001
38:00.0,480.849272,8.498848,0.000016,0.000002,0,0.000001
39:00.0,481.93428,8.499354,0.000015,0.000002,0,0.000001
40:00.0,483.050454,8.499856,0.000015,0.000002,0,0.000001
41:00.0,484.176058,8.500346,0.000015,0.000002,0,0.000001
42:00.0,485.290252,8.500813,0.000015,0.000002,0,0.000001
43:00.0,486.371818,8.501245,0.000015,0.000002,0,0.000001
44:00.0,487.399024,8.501619,0.000015,0.000002,0,0.000001
45:00.0,488.350995,8.501911,0.000015,0.000002,0,0.000001
46:00.0,489.209374,8.502103,0.000015,0.000002,0,0.000001
47:00.0,489.958715,8.50219,0.000016,0.000002,0,0.000001
48:00.0,490.585641,8.502165,0.000016,0.000002,0,0.000001
49:00.0,491.078322,8.502023,0.000016,0.000002,0,0.000001
50:00.0,491.427164,8.501755,0.000016,0.000002,0,0.000001
51:00.0,491.625625,8.501362,0.000016,0.000002,0,0.000001
52:00.0,491.669452,8.500855,0.000016,0.000002,0,0.000001
53:00.0,491.554474,8.50024,0.000015,0.000002,0,0.000001
54:00.0,491.275233,8.499507,0.000015,0.000002,0,0.000001
55:00.0,490.826345,8.49863,0.000014,0.000002,0,0.000001
56:00.0,490.207071,8.497582,0.000014,0.000002,0,0.000001
57:00.0,489.425071,8.496352,0.000014,0.000002,0,0.000001
58:00.0,488.497809,8.494961,0.000014,0.000002,0,0.000001
59:00.0,487.451221,8.493449,0.000014,0.000002,0,0.000001
00:00.0,486.31674,8.491863,0.000014,0.000002,0,0.000001
01:00.0,485.129006,8.490243,0.000015,0.000002,0,0.000001
02:00.0,483.926258,8.488611,0.000015,0.000002,0,0.000001
03:00.0,482.754485,8.486976,0.000016,0.000002,0,0.000001
04:00.0,481.673612,8.485342,0.000016,0.000002,0,0.000001
05:00.0,480.756946,8.483719,0.000017,0.000002,0,0.000001
06:00.0,480.067472,8.482126,0.000018,0.000002,0,0.000001
07:00.0,479.61687,8.480584,0.000019,0.000002,0,0.000001
08:00.0,479.359645,8.479108,0.00002,0.000002,0,0.000001
09:00.0,479.232433,8.477707,0.000021,0.000002,0,0.000001
10:00.0,479.184677,8.476384,0.000022,0.000002,0,0.000001
11:00.0,479.183628,8.475144,0.000023,0.000002,0,0.000001
12:00.0,479.209374,8.474002,0.000025,0.000002,0,0.000001
13:00.0,479.249762,8.472979,0.000026,0.000002,0,0.000001
14:00.0,479.29714,8.472103,0.000027,0.000002,0,0.000001
15:00.0,479.346513,8.471395,0.000028,0.000002,0,0.000001
16:00.0,479.394514,8.47087,0.000029,0.000002,0,0.000001
17:00.0,479.438813,8.470536,0.00003,0.000002,0,0.000001
18:00.0,479.477749,8.47039,0.000031,0.000002,0,0.000001
19:00.0,479.510125,8.47043,0.000032,0.000002,0.000001,0.000001
20:00.0,479.535113,8.470645,0.000033,0.000002,0.000001,0.000001
21:00.0,479.552238,8.471026,0.000034,0.000002,0.000001,0.000001
22:00.0,479.56143,8.471568,0.000035,0.000002,0.000001,0.000001
23:00.0,479.563194,8.472274,0.000036,0.000002,0.000001,0.000001
24:00.0,479.558995,8.473141,0.000037,0.000002,0.000001,0.000001
25:00.0,479.552009,8.474151,0.000038,0.000002,0.000001,0.000001
26:00.0,479.548399,8.475271,0.000039,0.000002,0.000001,0.000001
27:00.0,479.559646,8.476474,0.00004,0.000002,0.000001,0.000001
28:00.0,479.60729,8.477752,0.000041,0.000002,0.000001,0.000001
29:00.0,479.732152,8.47911,0.000042,0.000002,0.000001,0.000001
30:00.0,480.005773,8.480545,0.000043,0.000002,0.000001,0.000001
31:00.0,480.518,8.482026,0.000043,0.000002,0,0.000001
32:00.0,481.302604,8.483511,0.000044,0.000002,0,0.000001
33:00.0,482.288488,8.484969,0.000045,0.000002,0,0.000001
34:00.0,483.369687,8.486392,0.000046,0.000002,0,0.000001
35:00.0,484.466902,8.487781,0.000046,0.000002,0,0.000001
36:00.0,485.529197,8.489126,0.000046,0.000002,0,0.000001
37:00.0,486.522318,8.490409,0.000046,0.000002,0,0.000001
38:00.0,487.422805,8.49162,0.000046,0.000002,0,0.000001
39:00.0,488.215216,8.492763,0.000046,0.000002,0,0.000001
40:00.0,488.888401,8.493843,0.000045,0.000002,0,0.000001
41:00.0,489.431581,8.494849,0.000044,0.000002,0,0.000001
42:00.0,489.833247,8.495752,0.000043,0.000002,0,0.000001
43:00.0,490.083418,8.496526,0.000042,0.000002,0,0.000001
44:00.0,490.176533,8.497161,0.000041,0.000002,0,0.000001
45:00.0,490.112401,8.497658,0.00004,0.000002,0,0.000001
46:00.0,489.895319,8.498029,0.000038,0.000002,0,0.000001
47:00.0,489.533108,8.498283,0.000037,0.000002,0,0.000001
48:00.0,489.036726,8.498432,0.000036,0.000002,0,0.000001
49:00.0,488.419664,8.498493,0.000034,0.000002,0,0.000001
50:00.0,487.696586,8.498478,0.000033,0.000002,0,0.000001
51:00.0,486.882026,8.498395,0.000031,0.000002,0,0.000001
52:00.0,485.99033,8.498246,0.000029,0.000002,0,0.000001
53:00.0,485.036906,8.498037,0.000027,0.000002,0,0.000001
54:00.0,484.039416,8.497783,0.000026,0.000002,0,0.000001
55:00.0,483.018519,8.497513,0.000024,0.000002,0,0.000001
56:00.0,481.995932,8.497258,0.000022,0.000002,0,0.000001
57:00.0,480.992004,8.497036,0.000021,0.000002,0,0.000001
58:00.0,480.024166,8.496849,0.00002,0.000002,0,0.000001
59:00.0,479.107961,8.496683,0.000019,0.000002,0,0.000001
00:00.0,478.260798,8.496532,0.000018,0.000002,0,0.000001
01:00.0,477.505944,8.496413,0.000017,0.000002,0,0.000001
02:00.0,476.873284,8.496357,0.000017,0.000002,0,0.000001
03:00.0,476.395589,8.496388,0.000017,0.000002,0,0.000001
04:00.0,476.102338,8.496503,0.000017,0.000002,0,0.000001
05:00.0,476.014371,8.496676,0.000017,0.000002,0,0.000001
06:00.0,476.140913,8.49689,0.000017,0.000002,0,0.000001
07:00.0,476.478395,8.497147,0.000017,0.000002,0,0.000001
08:00.0,477.010669,8.497462,0.000017,0.000002,0,0.000001
09:00.0,477.711465,8.497842,0.000017,0.000002,0,0.000001
10:00.0,478.549307,8.498277,0.000017,0.000002,0,0.000001
11:00.0,479.49292,8.498747,0.000016,0.000002,0.000001,0.000001
12:00.0,480.514404,8.499236,0.000016,0.000002,0.000001,0.000001
13:00.0,481.589275,8.499734,0.000016,0.000002,0.000001,0.000001
14:00.0,482.694975,8.500231,0.000015,0.000002,0.000001,0.000001
15:00.0,483.809841,8.500713,0.000015,0.000002,0.000001,0.000001
16:00.0,484.913028,8.501168,0.000015,0.000002,0.000001,0.000001
17:00.0,485.98459,8.501583,0.000015,0.000002,0.000001,0.000001
18:00.0,487.005227,8.501948,0.000015,0.000002,0.000001,0.000001
19:00.0,487.956004,8.502248,0.000015,0.000002,0.000001,0.000001
20:00.0,488.818416,8.50247,0.000015,0.000002,0,0.000001
21:00.0,489.574714,8.502598,0.000016,0.000002,0,0.000001
22:00.0,490.208421,8.502615,0.000016,0.000002,0,0.000001
23:00.0,490.705157,8.502507,0.000016,0.000002,0,0.000001
24:00.0,491.053629,8.502263,0.000016,0.000002,0,0.000001
25:00.0,491.246158,8.501879,0.000016,0.000002,0,0.000001
26:00.0,491.278414,8.501357,0.000016,0.000002,0,0.000001
27:00.0,491.148911,8.500699,0.000015,0.000002,0,0.000001
28:00.0,490.858895,8.49991,0.000015,0.000002,0,0.000001
29:00.0,490.412101,8.498999,0.000015,0.000002,0,0.000001
30:00.0,489.81434,8.497976,0.000014,0.000002,0,0.000001
31:00.0,489.072385,8.496844,0.000014,0.000002,0,0.000001
32:00.0,488.194156,8.495598,0.000014,0.000002,0,0.000001
33:00.0,487.191513,8.494232,0.000014,0.000002,0,0.000001
34:00.0,486.083461,8.492755,0.000014,0.000002,0,0.000001
35:00.0,484.897796,8.49119,0.000015,0.000002,0,0.000001
36:00.0,483.671857,8.489562,0.000015,0.000002,0,0.000001
37:00.0,482.455902,8.487886,0.000016,0.000002,0,0.000001
38:00.0,481.320281,8.486178,0.000016,0.000002,0,0.000001
39:00.0,480.356151,8.484459,0.000017,0.000002,0,0.000001
40:00.0,479.644281,8.48277,0.000018,0.000002,0,0.000001
41:00.0,479.197426,8.481149,0.000019,0.000002,0,0.000001
42:00.0,478.956118,8.47962,0.00002,0.000002,0,0.000001
43:00.0,478.8455,8.478192,0.000021,0.000002,0,0.000001
44:00.0,478.810954,8.476868,0.000022,0.000002,0,0.000001
45:00.0,478.819358,8.475663,0.000023,0.000002,0,0.000001
46:00.0,478.851347,8.474595,0.000025,0.000002,0,0.000001
47:00.0,478.895378,8.47368,0.000026,0.000002,0,0.000001
48:00.0,478.944381,8.472923,0.000027,0.000002,0,0.000001
49:00.0,478.993959,8.472317,0.000028,0.000002,0,0.000001
50:00.0,479.04136,8.471849,0.000029,0.000002,0,0.000001
51:00.0,479.084824,8.471518,0.00003,0.000002,0,0.000001
52:00.0,479.123127,8.471336,0.000031,0.000002,0,0.000001
53:00.0,479.155302,8.471327,0.000032,0.000002,0,0.000001
54:00.0,479.180531,8.47151,0.000033,0.000002,0.000001,0.000001
55:00.0,479.198217,8.471888,0.000034,0.000002,0.000001,0.000001
56:00.0,479.208145,8.472444,0.000035,0.000002,0.000001,0.000001
57:00.0,479.21071,8.473158,0.000036,0.000002,0.000001,0.000001
58:00.0,479.207258,8.47401,0.000037,0.000002,0.000001,0.000001
59:00.0,479.20072,8.474989,0.000038,0.000002,0.000001,0.000001
00:00.0,479.196877,8.476082,0.000039,0.000002,0.000001,0.000001
01:00.0,479.206934,8.47728,0.00004,0.000002,0.000001,0.000001
02:00.0,479.252929,8.478576,0.000041,0.000002,0.000001,0.000001
03:00.0,479.378547,8.479966,0.000042,0.000002,0.000001,0.000001
04:00.0,479.663229,8.481429,0.000043,0.000002,0,0.000001
05:00.0,480.207073,8.482932,0.000044,0.000002,0,0.000001
06:00.0,481.039565,8.48444,0.000045,0.000002,0,0.000001
07:00.0,482.072895,8.485929,0.000045,0.000002,0,0.000001
08:00.0,483.192679,8.48739,0.000046,0.000002,0,0.000001
09:00.0,484.317515,8.488808,0.000046,0.000002,0,0.000001
10:00.0,485.395165,8.490162,0.000047,0.000002,0,0.000001
11:00.0,486.391306,8.491431,0.000047,0.000002,0,0.000001
12:00.0,487.284068,8.492614,0.000046,0.000002,0,0.000001
13:00.0,488.059708,8.493719,0.000046,0.000002,0,0.000001
14:00.0,488.707692,8.494746,0.000045,0.000002,0,0.000001
15:00.0,489.218041,8.495676,0.000044,0.000002,0,0.000001
16:00.0,489.582646,8.496492,0.000043,0.000002,0,0.000001
17:00.0,489.797821,8.497191,0.000042,0.000002,0,0.000001
18:00.0,489.864356,8.497782,0.000041,0.000002,0,0.000001
19:00.0,489.785073,8.498273,0.00004,0.000002,0,0.000001
20:00.0,489.563194,8.498658,0.000039,0.000002,0,0.000001
21:00.0,489.203309,8.498932,0.000037,0.000002,0,0.000001
22:00.0,488.713053,8.4991,0.000036,0.000002,0,0.000001
23:00.0,488.103051,8.499173,0.000034,0.000002,0,0.000001
24:00.0,487.385522,8.49916,0.000033,0.000002,0,0.000001
25:00.0,486.573712,8.499067,0.000031,0.000002,0,0.000001
26:00.0,485.682638,8.498902,0.000029,0.000002,0,0.000001
27:00.0,484.729458,8.498685,0.000028,0.000002,0,0.000001
28:00.0,483.73236,8.498434,0.000026,0.000002,0,0.000001
29:00.0,482.709931,8.498162,0.000024,0.000002,0,0.000001
30:00.0,481.681103,8.497886,0.000023,0.000002,0,0.000001
31:00.0,480.665654,8.497622,0.000021,0.000002,0,0.000001
32:00.0,479.684,8.49739,0.00002,0.000002,0,0.000001
33:00.0,478.756395,8.497199,0.000019,0.000002,0,0.000001
34:00.0,477.903522,8.497051,0.000018,0.000002,0,0.000001
35:00.0,477.148624,8.496952,0.000018,0.000002,0,0.000001
36:00.0,476.518746,8.496917,0.000017,0.000002,0,0.000001
37:00.0,476.043109,8.496953,0.000017,0.000002,0,0.000001
38:00.0,475.749643,8.49705,0.000017,0.000002,0,0.000001
39:00.0,475.661596,8.497198,0.000017,0.000002,0,0.000001
40:00.0,475.793604,8.497401,0.000017,0.000002,0,0.000001
41:00.0,476.146049,8.49768,0.000017,0.000002,0,0.000001
42:00.0,476.701178,8.49805,0.000017,0.000002,0,0.000001
43:00.0,477.42639,8.498493,0.000017,0.000002,0,0.000001
44:00.0,478.283957,8.498973,0.000017,0.000002,0,0.000001
45:00.0,479.240212,8.499463,0.000017,0.000002,0,0.000001
46:00.0,480.268417,8.499957,0.000017,0.000002,0,0.000001
47:00.0,481.345903,8.500457,0.000016,0.000002,0,0.000001
48:00.0,482.450686,8.500954,0.000016,0.000002,0,0.000001
49:00.0,483.561124,8.50143,0.000016,0.000002,0,0.000001
50:00.0,484.657315,8.501872,0.000015,0.000002,0,0.000001
51:00.0,485.721087,8.502274,0.000015,0.000002,0,0.000001
52:00.0,486.734311,8.502632,0.000015,0.000002,0,0.000001
53:00.0,487.677973,8.502928,0.000015,0.000002,0,0.000001
54:00.0,488.533319,8.503141,0.000016,0.000002,0,0.000001
55:00.0,489.283543,8.503257,0.000016,0.000002,0,0.000001
56:00.0,489.914092,8.503267,0.000016,0.000002,0,0.000001
57:00.0,490.411882,8.503166,0.000016,0.000002,0,0.000001
58:00.0,490.764937,8.502943,0.000016,0.000002,0,0.000001
59:00.0,490.962946,8.50259,0.000016,0.000002,0,0.000001
00:00.0,490.998038,8.502094,0.000016,0.000002,0,0.000001
